message,post_fb_url,page_name,username,page_id,page_cateogry,topadmin_country,page_description,page_created,page_likes,page_followers,created_date,created_date_edt,created_time,type,total_interaction,nb_likes,nb_comments,nb_shares,nb_love,nb_wow,nb_haha,nb_sad,nb_angry,nb_care,video_share_status,video_owner,video_post_view,video_total_view,video_total_view_crossposts,video_length,,,link,final_link,image_text,link_text,description,Results
"He knew. He knew there were weapons and he did not care. He wanted the people with weapons, to March on the Capitol. He needs to be arrested. Now. #trump #trumpisacriminal #arresthim #maga #cult",https://www.facebook.com/2065637923679376/posts/3198448513731639,The Optional Facts,theoptionalfacts,2065637923679376,BROADCASTING_MEDIA_PRODUCTION,US,"I aim to bring you great music and great discussion, each and every week. I want to bring the conversation to the topics that really matter. I'll combine that with some of the best ever made. The type of music that had your family dancing into the night.",2018-05-11 01:47:01,706.0,758.0,2022-06-28 14:31:13 EDT,2022-06-28,14:31:13,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/theoptionalfacts/photos/a.2163419250567909/3198448470398310/?type=3,,"Yamiche Alcindor @Yamiche Cassidy Hutchinson on what Trump said about crowds & weapons on Jan 6: ""I don't F'ing care that they have weapons. They're not here to hurt me. Take the F'ing mags away. Let my people in. They can march to the Capitol from here. Let the people in. Take the F'ing mags away.""",,,
Charlie Kirk standing strong for all white citizens of the United States.,https://www.facebook.com/2065637923679376/posts/3192833100959847,The Optional Facts,theoptionalfacts,2065637923679376,BROADCASTING_MEDIA_PRODUCTION,US,"I aim to bring you great music and great discussion, each and every week. I want to bring the conversation to the topics that really matter. I'll combine that with some of the best ever made. The type of music that had your family dancing into the night.",2018-05-11 01:47:01,706.0,758.0,2022-06-21 08:24:08 EDT,2022-06-21,08:24:08,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/theoptionalfacts/photos/a.2163419250567909/3192833077626516/?type=3,,Charlie Kirk @charliekirk11 America has one Independence Day and it's not June 19th. 2:38 PM 6/20/22 Twitter Web App,,,
"On tonight's show, I talk with Mitia Oliver, a singer-songwriter, based in Washington state. We talk about music, religion, and life as a PK (Preacher's kid) Make sure to tune in on WBKM. You can listen on their FB page, or go to their website to listen. 7pmEST",https://www.facebook.com/2065637923679376/posts/2728989750677520,The Optional Facts,theoptionalfacts,2065637923679376,BROADCASTING_MEDIA_PRODUCTION,US,"I aim to bring you great music and great discussion, each and every week. I want to bring the conversation to the topics that really matter. I'll combine that with some of the best ever made. The type of music that had your family dancing into the night.",2018-05-11 01:47:01,,,2020-10-16 17:07:04 EDT,2020-10-16,17:07:04,Status,2,1,0,1,0,0,0,0,0,0,,-,0,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They got a winner!!!,https://www.facebook.com/73886606513/posts/10160437100681514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1468.0,2022-06-24 09:51:37 EDT,2022-06-24,09:51:37,Photo,10,8,0,0,2,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/DavidsonCollegeFootball/photos/a.891196288190090/1063593404283710/?type=3,,CHRIS WATTS SAFETIES COACH,Davidson Football,Please join us in welcoming Chris Watts to the Davidson Football Family as our Safeties Coach! #WE,1
"Jefferson Forest Boys Soccer & Lord Botetourt Softball fall (but they made it to the State finals). LCA Baseball, as well as Appomattox Softball & baseball come away with state championships! ALL SHOULD BE PROUD OF THEIR SEASON’S FINALS: 3A Baseball LCA 6 Abingdon 5 2A Baseball Appomattox 4 John Battle 2 3A Softball New Kent 3 Lord Botetourt 0 2A Softball Appomattox 1 Page Co. 0 Courtney Layne perfect game for Appomattox 4A Boys Soccer Western Albemarle 0 Jefferson Forest 0 WA wins in sudden death PK’s, 4-3",https://www.facebook.com/73886606513/posts/10160415510476514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-11 16:27:48 EDT,2022-06-11,16:27:48,Status,17,12,0,0,5,0,0,0,0,0,,-,0,0,0,,,,,,,,,
Ryan Gilleland the Jefferson Forest Cavaliers will matchup with Hanover in the State Semifinal in 4A Baseball. Coach Gilleland recapped the tilt against Millbrook. Cavaliers notched 7 runs in the 2nd inning on the way to a 8-0 victory. https://youtu.be/CgdUSvpymmY:=:https://www.youtube.com/watch?v=CgdUSvpymmY,https://www.facebook.com/73886606513/posts/10160409122721514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1454.0,1468.0,2022-06-07 23:49:27 EDT,2022-06-07,23:49:27,YouTube,19,14,0,2,3,0,0,0,0,0,,-,0,0,0,,,,https://youtu.be/CgdUSvpymmY,https://www.youtube.com/watch?v=CgdUSvpymmY,,Ryan Gilleland Recaps Millbrook at Jefferson Forest 6-7-22,"Jefferson Forest head man, Ryan Gilleland spoke with me after the Cavaliers got the best of Millbrook 8-0 in Tuesday’s VHSL State Quarterfinal. The Jefferson...",
"Son of former Gretna Boys BB Coach, Brian Chitwood as well. Heard nothing but great things about Taylor. Phil did a great job at Randolph Macon. Beat wishes to Phil as well.",https://www.facebook.com/73886606513/posts/10160412065556514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-09 15:10:06 EDT,2022-06-09,15:10:06,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/RMCAthletics/photos/a.124674287417/10160015460942418/?type=3,,WELCOME TAYLOR CHITWOOD,Randolph-Macon College Athletics,Taylor Chitwood named Director of Athletic Communications at R-MC. https://rmc.prestosports.com/general/2021-22/releases/20220609luit5w,
Former longtime pitching coach in Lynchburg,https://www.facebook.com/73886606513/posts/10159102414906514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1443.0,1443.0,2020-10-29 10:16:50 EDT,2020-10-29,10:16:50,Photo,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,,,,,,,,
Breckin Nace pitched 6 1/3 innings of shutout ball as Jefferson Forest knocked off Millbrook 8-0 in the 4D State Quarterfinal at Thacker Field on Tuesday. Nace talked about relieving Peyton Smith after 1/3 of an inning. Nace talked about the offensive support and more. https://youtube.com/shorts/2tmhWp9qFz8?feature=share:=:https://www.youtube.com/shorts/2tmhWp9qFz8,https://www.facebook.com/73886606513/posts/10160409129866514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1454.0,1468.0,2022-06-07 23:55:30 EDT,2022-06-07,23:55:30,YouTube,32,21,4,1,6,0,0,0,0,0,,-,0,0,0,,,,https://youtube.com/shorts/2tmhWp9qFz8?feature=share,https://www.youtube.com/shorts/2tmhWp9qFz8,,Breckin Nace recaps Millbrook at Jefferson Forest 6-7-22,,
"Yesterday was National Coach’s Day. I’m blessed to interview so many of them after games and have them treat me with class and courteousness. However, I’m more lucky that a lot of them have become friends!! I’m grateful to have a lot of these men & women in my life!!",https://www.facebook.com/73886606513/posts/10159041243346514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1441.0,1441.0,2020-10-07 07:35:11 EDT,2020-10-07,07:35:11,Status,5,4,0,0,1,0,0,0,0,0,,-,0,0,0,,,,,,,,,
"tinyurl.com/ycksazbd:=:https://thesportsbuffet.podbean.com/e/the-sports-buffet-classic-paul-baldwin-talks-central-virginia-coaches-clinic/ A classic episode (actually from The Talking High School Sports days) has the Director, Paul Baldwin, talking about the Central Virginia Coaches Clinic. Coach Baldwin started up this initiative at Altavista High School, with coaches giving back. Coach Baldwin also talked about his charitable heart behind this. Paul Baldwin, one of a kind, here on The Sports Buffet Podcast.",https://www.facebook.com/73886606513/posts/10160438192486514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1454.0,1467.0,2022-06-24 23:45:46 EDT,2022-06-24,23:45:46,Status,2,1,0,0,0,0,0,0,0,1,,-,0,0,0,,,,,,,,,
,https://www.facebook.com/73886606513/posts/10159030484736514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1441.0,1441.0,2020-10-02 23:57:48 EDT,2020-10-02,23:57:48,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://www.facebook.com/TheSportsBuffet/photos/a.10152606805966514/10159030484696514/?type=3,,,,,
"Also good luck to LCA Baseball, as they attempt to bring home a state title as well!!!",https://www.facebook.com/73886606513/posts/10160414918711514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-11 08:38:01 EDT,2022-06-11,08:38:01,Status,1,1,0,0,0,0,0,0,0,0,,-,0,0,0,,,,,,,,,
Why I do what i do with Bob Alvis,https://www.facebook.com/73886606513/posts/482022677025175,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-10 18:12:08 EDT,2022-06-10,18:12:08,Live Video Complete,6,1,3,0,2,0,0,0,0,0,owned,Yes,62,62,0,00:02:52,,,https://www.facebook.com/TheSportsBuffet/videos/482022677025175/,,,,,
"From following Emily Brown on Twitter Kelsey Hackett RBI double gives Appo the title, 1-0. Emily Purcell singled and scored from first. Courtney Layne with a perfect game for the Raiders back to back state titles. Props to Page too though. Everyone always talks about the champs, but there are a lot of teams that would love to be playing for a state championship.",https://www.facebook.com/73886606513/posts/10160415136666514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-11 11:40:01 EDT,2022-06-11,11:40:01,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,,,,,,
,https://www.facebook.com/73886606513/posts/10160408484251514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1454.0,1468.0,2022-06-07 15:28:36 EDT,2022-06-07,15:28:36,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,https://trib.al/Zc9GmyU,https://www.kansascity.com/sports/spt-columns-blogs/for-petes-sake/article262178857.html,,This is a re-share of a post,"Broadcasters (and others) were baffled, and enforcement of the rule caused a length delay in a game.",
"Little Facebook Live action after 6 pm. Maybe we can play a version of “Ask The Sports Buffet”. Just gonna give some general thoughts/props to some teams. Explain why I do, what I do. Nothing earth shattering in terms of “Scoops”",https://www.facebook.com/73886606513/posts/10160413737886514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-10 14:56:24 EDT,2022-06-10,14:56:24,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,,,,,,,,,
"Good luck to Jefferson Forest Boys Soccer, Appomattox Baseball and Appomattox Softball as they attempt to bring home State Championships today.",https://www.facebook.com/73886606513/posts/10160414897401514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1455.0,1469.0,2022-06-11 08:19:24 EDT,2022-06-11,08:19:24,Status,10,8,1,0,1,0,0,0,0,0,,-,0,0,0,,,,,,,,,
"Paul Baldwin wasn't just about immediate & instant success of the players he coached. Coach Baldwin was a development guy. In this classic episode, he, Coach Warner Dyke & Heather Brown (who were all coaching Brookville Girls Basketball in 07-08) talked about the Girls Basketball Seniors, Brittany Campbell, Joyous Tharrington, Anna Pettyjohn & Nicole Stanley were all commented on, in this classic episode of The Sports Buffet. tinyurl.com/utx3kav2:=:https://thesportsbuffet.podbean.com/e/the-sports-buffet-classic-brookville-girls-coaches-talk-about-brookville-seniors-2007-2008/",https://www.facebook.com/73886606513/posts/10160438221021514,The Sports Buffet Podcast,TheSportsBuffet,73886606513,NEWS_SITE,US,"""The Sports Buffet Podcast"" is dedicated to high school sports coverage in Central Virginia. However, we also pride  ourselves in coverage of professional, college, high school sports and more.",2009-03-30 12:35:15,1454.0,1467.0,2022-06-25 00:15:13 EDT,2022-06-25,00:15:13,Status,8,6,0,1,1,0,0,0,0,0,,-,0,0,0,,,,,,,,,
